Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
250,Freddie Gillespie\gillefr01,PF,24,ORL,9,2,119,2.7,6.7,.409,0.0,0.3,.000,2.7,6.4,.429,0.9,2.1,.429,3.9,7.0,10.9,1.5,0.9,2.7,1.5,5.4,6.4
251,Rudy Gobert\goberru01,C,29,UTA,50,50,1608,6.3,8.9,.710,0.0,0.0,.000,6.3,8.8,.713,4.9,7.1,.688,4.1,12.5,16.6,1.3,0.8,2.5,2.0,2.9,17.5
252,Brandon Goodwin\goodwbr01,PG,26,CLE,22,5,381,4.6,11.8,.392,1.5,4.5,.333,3.1,7.3,.429,1.2,2.0,.619,1.1,4.3,5.4,7.7,2.0,0.0,2.3,3.0,12.0
253,Jordan Goodwin\goodwjo01,SG,23,WAS,2,0,6,0.0,18.0,.000,0.0,6.0,.000,0.0,12.0,.000,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0
254,Aaron Gordon\gordoaa01,PF,26,DEN,60,60,1898,6.4,12.4,.518,1.3,4.0,.321,5.1,8.4,.610,2.5,3.4,.729,1.8,4.6,6.4,2.9,0.8,0.6,2.0,2.3,16.6
255,Eric Gordon\gordoer01,SG,33,HOU,52,41,1541,6.0,12.5,.475,2.7,6.6,.411,3.2,6.0,.545,2.3,3.0,.766,0.4,2.1,2.5,3.4,0.6,0.4,2.4,1.4,16.9
256,Devonte' Graham\grahade01,PG,26,NOP,60,54,1796,5.0,13.8,.360,3.3,9.5,.344,1.7,4.3,.397,2.0,2.4,.831,0.6,2.4,3.0,5.2,1.1,0.2,1.8,1.7,15.2
257,Jerami Grant\grantje01,PF,27,DET,40,40,1290,7.0,16.7,.420,2.0,5.9,.340,5.0,10.8,.464,5.2,6.2,.839,0.7,3.9,4.6,2.8,1.0,1.2,2.1,2.6,21.3
258,Hassani Gravett\graveha01,PG,25,ORL,8,3,171,3.8,8.0,.474,2.3,5.5,.423,1.5,2.5,.583,0.6,0.8,.750,0.2,4.2,4.4,4.2,1.1,0.2,1.9,2.7,10.5
259,Danny Green\greenda02,SF,34,PHI,46,25,1024,3.4,8.6,.398,2.7,7.2,.376,0.7,1.4,.513,0.3,0.4,.900,0.8,3.1,3.8,1.6,1.7,1.1,1.3,2.8,9.8
260,Draymond Green\greendr01,PF,31,GSW,34,34,1018,3.8,7.1,.537,0.4,1.5,.286,3.4,5.6,.604,1.4,2.4,.597,1.3,7.7,9.1,8.8,1.7,1.4,3.7,3.3,9.5
261,Jalen Green\greenja05,SG,19,HOU,50,50,1553,6.1,15.3,.403,2.4,7.5,.315,3.8,7.7,.488,3.2,4.0,.797,0.6,3.2,3.8,2.9,0.8,0.3,2.4,1.8,17.8
262,JaMychal Green\greenja01,PF,31,DEN,52,7,813,5.7,11.8,.479,1.3,4.8,.275,4.3,7.0,.620,2.9,3.3,.880,2.6,6.9,9.5,1.9,1.6,1.0,2.1,5.4,15.6
263,Javonte Green\greenja02,SF,28,CHI,48,36,1176,4.2,7.7,.542,0.8,2.3,.355,3.3,5.4,.623,2.0,2.4,.831,2.3,4.0,6.2,1.5,1.3,0.8,0.8,3.2,11.1
264,Jeff Green\greenje02,C,35,DEN,61,49,1506,5.4,10.7,.508,1.1,3.5,.303,4.4,7.2,.606,3.3,3.9,.840,0.8,3.8,4.6,1.9,0.5,0.6,1.4,3.0,15.2
265,Josh Green\greenjo02,SG,21,DAL,50,2,732,4.5,8.7,.514,0.7,2.2,.333,3.7,6.5,.576,1.3,1.9,.692,2.0,3.9,5.9,3.2,1.6,0.4,1.3,4.1,11.0
266,Blake Griffin\griffbl01,PF,32,BRK,51,24,908,5.0,11.9,.420,1.3,5.4,.243,3.7,6.5,.567,2.1,2.9,.722,2.3,6.2,8.5,3.9,1.0,0.5,1.1,3.5,13.4
267,Quentin Grimes\grimequ01,SG,21,NYK,40,6,696,4.6,10.8,.421,3.4,8.6,.398,1.1,2.2,.512,0.6,0.9,.647,1.1,2.8,4.0,2.0,1.3,0.5,1.3,3.1,13.1
268,Kyle Guy\guyky01,SG,24,MIA,18,0,183,5.1,12.4,.413,2.8,7.5,.368,2.4,4.9,.480,1.6,2.4,.667,0.6,2.4,3.0,3.3,1.4,0.2,2.6,2.4,14.6
269,Rui Hachimura\hachiru01,PF,23,WAS,23,0,434,6.6,14.0,.467,2.3,4.5,.519,4.2,9.5,.443,2.1,2.7,.781,0.7,5.2,5.9,1.8,1.2,0.4,1.3,2.3,17.5
270,Tyrese Haliburton\halibty01,SG-PG,21,TOT,61,61,2136,5.6,12.1,.464,2.2,5.4,.411,3.4,6.7,.508,2.0,2.4,.831,0.7,3.5,4.2,8.0,1.8,0.7,2.6,1.5,15.4
271,Tyrese Haliburton\halibty01,SG,21,SAC,51,51,1757,5.5,12.0,.457,2.1,5.2,.413,3.4,6.8,.491,1.8,2.1,.837,0.8,3.3,4.1,7.8,1.8,0.7,2.4,1.5,14.9
272,Tyrese Haliburton\halibty01,PG,21,IND,10,10,379,6.1,12.3,.496,2.6,6.4,.403,3.5,5.9,.597,2.9,3.6,.816,0.4,4.3,4.7,9.0,2.0,0.6,3.5,1.8,17.7
273,Tyler Hall\hallty01,SG,24,NYK,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,R.J. Hampton\hamptrj01,SG,20,ORL,47,2,931,4.7,12.3,.384,1.7,4.8,.366,3.0,7.5,.395,2.1,3.5,.611,0.6,4.7,5.3,4.3,1.2,0.5,2.4,2.7,13.3
275,Tim Hardaway Jr.\hardati02,SG,29,DAL,42,20,1245,6.0,15.3,.394,2.9,8.8,.336,3.1,6.5,.473,2.3,3.0,.757,0.4,4.1,4.5,2.7,1.1,0.2,1.0,2.1,17.3
276,James Harden\hardeja01,PG-SG,32,TOT,49,49,1811,6.5,15.3,.423,2.3,6.7,.342,4.2,8.6,.486,6.9,7.9,.872,0.9,6.9,7.7,10.1,1.2,0.6,4.5,2.4,22.1
277,James Harden\hardeja01,PG,32,BRK,44,44,1627,6.5,15.6,.414,2.3,6.8,.332,4.2,8.8,.476,6.7,7.7,.869,0.9,6.8,7.8,9.9,1.2,0.7,4.7,2.3,21.9
278,James Harden\hardeja01,SG,32,PHI,5,5,184,6.7,12.5,.531,2.5,5.7,.448,4.1,6.8,.600,8.2,9.2,.894,0.4,7.0,7.4,12.1,1.2,0.0,2.7,3.5,24.1
279,Maurice Harkless\harklma01,SF,28,SAC,43,24,842,3.5,7.7,.459,1.3,4.3,.307,2.2,3.4,.650,0.9,1.2,.714,0.5,4.1,4.6,0.9,1.2,1.0,1.2,3.1,9.3
280,Jared Harper\harpeja01,PG,24,NOP,2,0,10,10.8,25.2,.429,3.6,7.2,.500,7.2,18.0,.400,0.0,0.0,,3.6,0.0,3.6,10.8,0.0,3.6,3.6,7.2,25.2
281,Montrezl Harrell\harremo01,C,28,TOT,55,3,1351,7.9,12.4,.635,0.1,0.4,.250,7.8,12.0,.649,4.8,6.7,.708,3.2,6.7,9.9,3.0,0.6,1.0,1.6,2.9,20.7
282,Montrezl Harrell\harremo01,C,28,WAS,46,3,1117,8.0,12.3,.645,0.1,0.5,.267,7.8,11.9,.660,4.8,6.6,.727,3.1,6.9,10.0,3.1,0.6,1.0,1.6,2.8,20.9
283,Montrezl Harrell\harremo01,C,28,CHO,9,0,234,7.5,12.8,.590,0.0,0.2,.000,7.5,12.6,.598,4.6,7.4,.625,3.8,6.0,9.8,2.6,0.5,0.8,1.4,3.2,19.7
284,Gary Harris\harriga01,SG,27,ORL,56,30,1614,5.0,11.5,.435,2.4,6.2,.381,2.6,5.3,.498,1.7,2.0,.865,0.7,1.8,2.5,2.3,1.1,0.2,1.2,2.3,14.1
285,Joe Harris\harrijo01,SF,30,BRK,14,14,423,4.8,10.6,.452,3.5,7.5,.466,1.3,3.1,.417,0.4,0.5,.833,0.4,4.3,4.8,1.2,0.6,0.2,1.4,2.6,13.4
286,Tobias Harris\harrito02,PF,29,PHI,55,55,1938,7.1,15.0,.476,1.2,3.5,.335,5.9,11.4,.520,2.8,3.3,.855,1.1,6.1,7.2,3.6,0.6,0.7,1.7,2.2,18.3
287,Shaquille Harrison\harrish01,SG,28,BRK,2,0,23,3.1,9.4,.333,0.0,3.1,.000,3.1,6.3,.500,0.0,0.0,,1.6,4.7,6.3,4.7,1.6,1.6,3.1,4.7,6.3
288,Josh Hart\hartjo01,SG-SF,26,TOT,48,47,1593,5.3,10.6,.496,1.2,3.9,.320,4.0,6.7,.597,3.1,4.2,.750,1.3,6.7,8.0,4.5,1.2,0.3,2.3,3.1,14.9
289,Josh Hart\hartjo01,SG,26,NOP,41,40,1374,5.1,10.1,.505,1.1,3.4,.323,4.0,6.7,.598,3.0,4.0,.753,1.4,6.9,8.3,4.4,1.2,0.3,2.1,3.1,14.4
290,Josh Hart\hartjo01,SF,26,POR,7,7,219,6.2,13.8,.452,2.1,6.9,.310,4.1,6.9,.595,3.6,4.9,.733,0.7,5.3,5.9,4.8,1.3,0.3,3.6,3.0,18.2
291,Isaiah Hartenstein\harteis01,C,23,LAC,52,0,862,7.1,11.2,.632,0.2,0.5,.417,6.9,10.7,.642,2.4,3.9,.624,3.4,6.3,9.7,4.3,1.6,2.5,2.6,5.5,16.8
292,Udonis Haslem\hasleud01,C,41,MIA,9,0,57,6.9,13.9,.500,0.6,1.3,.500,6.3,12.6,.500,1.9,1.9,1.000,2.5,8.8,11.4,1.9,0.6,0.6,1.9,6.9,16.4
293,Sam Hauser\hausesa01,SF,24,BOS,13,0,62,4.6,12.2,.381,4.6,12.2,.381,0.0,0.0,,0.0,0.0,,0.6,4.1,4.6,2.3,0.6,0.6,0.6,2.3,13.9
294,Jaxson Hayes\hayesja02,C,21,NOP,52,10,924,6.7,10.3,.649,0.3,1.1,.286,6.4,9.2,.692,3.9,5.0,.767,3.0,5.5,8.5,1.1,0.8,1.6,1.5,4.7,17.6
295,Killian Hayes\hayeski01,PG,20,DET,53,33,1294,3.3,9.3,.360,0.9,3.5,.260,2.4,5.7,.422,1.3,1.7,.767,0.8,3.6,4.5,6.1,1.6,0.8,2.5,4.0,8.9
296,Gordon Hayward\haywago01,SF,31,CHO,48,48,1547,6.5,14.2,.460,2.0,5.1,.390,4.6,9.1,.499,2.9,3.5,.846,0.9,4.3,5.1,4.0,1.1,0.5,1.9,2.0,18.0
297,Aaron Henry\henryaa01,SF,22,PHI,6,0,17,2.1,10.6,.200,0.0,2.1,.000,2.1,8.5,.250,0.0,0.0,,0.0,2.1,2.1,0.0,0.0,4.2,4.2,4.2,4.2
298,Juancho Hernangómez\hernaju01,PF,26,TOT,26,0,160,1.8,7.9,.229,0.9,5.2,.174,0.9,2.7,.333,2.5,3.8,.647,2.9,6.1,9.0,1.6,1.1,0.7,2.0,1.8,7.0
299,Juancho Hernangómez\hernaju01,PF,26,BOS,18,0,96,1.9,10.1,.185,1.1,6.8,.167,0.7,3.4,.222,2.3,3.4,.667,3.4,6.0,9.4,1.1,1.5,0.7,2.3,2.6,7.1
300,Juancho Hernangómez\hernaju01,PF,26,SAS,5,0,51,1.4,4.2,.333,0.0,2.1,.000,1.4,2.1,.667,2.1,2.8,.750,2.8,7.8,10.6,2.1,0.7,0.7,1.4,0.0,4.9
301,Juancho Hernangómez\hernaju01,PF,26,UTA,3,0,13,2.8,5.5,.500,2.8,5.5,.500,0.0,0.0,,5.5,11.1,.500,0.0,0.0,0.0,2.8,0.0,0.0,2.8,2.8,13.8
302,Willy Hernangómez\hernawi01,C,27,NOP,35,6,561,7.4,14.1,.525,0.2,0.5,.375,7.2,13.5,.531,4.4,5.9,.739,6.0,9.0,15.0,2.7,0.9,0.9,2.1,4.2,19.3
303,Tyler Herro\herroty01,SG,22,MIA,53,10,1733,8.5,19.1,.442,2.9,7.4,.388,5.6,11.7,.477,3.1,3.6,.865,0.6,4.7,5.3,4.4,0.7,0.2,3.0,1.6,22.9
304,Buddy Hield\hieldbu01,SG,29,TOT,65,16,1967,6.3,15.8,.398,3.9,10.7,.363,2.4,5.1,.471,1.7,1.9,.875,0.9,4.2,5.1,2.9,1.0,0.3,2.0,2.5,18.2
305,Buddy Hield\hieldbu01,SG,29,SAC,55,6,1574,6.1,15.9,.382,4.2,11.3,.368,1.9,4.5,.419,1.8,2.1,.870,1.0,4.1,5.1,2.4,1.1,0.3,2.1,2.6,18.1
306,Buddy Hield\hieldbu01,SG,29,IND,10,10,393,7.2,15.7,.462,2.8,8.3,.341,4.4,7.3,.600,1.0,1.1,.917,0.6,4.8,5.4,4.9,0.7,0.3,1.9,2.3,18.3
307,Haywood Highsmith\highsha01,SF,25,MIA,10,0,93,3.1,9.3,.333,2.3,5.8,.400,0.8,3.5,.222,0.8,1.5,.500,1.9,3.5,5.4,0.0,0.4,0.8,0.4,3.1,9.3
308,George Hill\hillge01,SG,35,MIL,41,16,1044,3.5,8.1,.436,1.3,4.0,.316,2.2,4.0,.556,1.7,1.7,.960,1.2,3.3,4.6,3.5,1.1,0.2,1.2,2.0,10.0
309,Malcolm Hill\hillma01,SF-SG,26,TOT,17,0,197,4.2,9.0,.469,2.4,6.2,.382,1.8,2.7,.667,2.0,2.6,.786,2.0,3.8,5.8,0.9,1.1,0.5,0.4,4.0,12.8
310,Malcolm Hill\hillma01,SG,26,ATL,3,0,46,3.9,6.3,.625,2.3,3.9,.600,1.6,2.3,.667,3.1,3.1,1.000,1.6,3.1,4.7,0.8,3.1,0.8,0.0,5.5,13.3
311,Malcolm Hill\hillma01,SF,26,CHI,14,0,151,4.3,9.8,.439,2.4,6.9,.345,1.9,2.9,.667,1.7,2.4,.700,2.1,4.1,6.2,1.0,0.5,0.5,0.5,3.6,12.6
312,Solomon Hill\hillso01,PF,30,ATL,13,1,139,0.8,5.2,.150,0.5,3.4,.154,0.3,1.8,.143,0.0,0.0,,1.6,4.4,6.0,3.1,1.0,0.5,0.3,4.1,2.1
313,Nate Hinton\hintona01,SG,22,IND,2,0,2,0.0,18.0,.000,0.0,0.0,,0.0,18.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
314,Jaylen Hoard\hoardja01,SF,22,OKC,1,0,2,0.0,18.0,.000,0.0,0.0,,0.0,18.0,.000,0.0,0.0,,18.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Aaron Holiday\holidaa01,PG,25,TOT,49,14,810,5.6,11.8,.475,1.3,3.5,.385,4.3,8.3,.513,1.6,1.9,.814,0.6,3.2,3.7,4.9,1.3,0.4,2.3,3.2,14.1
316,Aaron Holiday\holidaa01,PG,25,WAS,41,14,663,5.4,11.6,.467,1.2,3.6,.343,4.2,8.0,.524,1.5,1.9,.800,0.5,3.1,3.6,4.2,1.3,0.5,2.1,3.3,13.6
317,Aaron Holiday\holidaa01,PG,25,PHO,8,0,147,6.4,12.5,.510,1.7,2.7,.636,4.7,9.8,.475,1.7,2.0,.875,1.0,3.2,4.2,8.1,1.5,0.0,3.2,2.9,16.2
318,Jrue Holiday\holidjr01,PG,31,MIL,52,49,1731,7.8,15.4,.509,2.1,5.1,.424,5.7,10.4,.550,2.3,3.0,.768,1.2,3.9,5.1,7.3,1.6,0.5,3.0,2.2,20.1
319,Justin Holiday\holidju01,SF-SG,32,TOT,60,51,1733,4.7,11.8,.397,3.1,8.6,.362,1.6,3.2,.490,0.9,1.0,.837,0.5,2.9,3.4,2.2,0.9,0.5,1.2,2.7,13.3
320,Justin Holiday\holidju01,SF,32,IND,49,40,1416,4.8,11.6,.415,3.2,8.5,.378,1.6,3.1,.516,0.9,1.0,.829,0.5,3.0,3.4,2.3,0.9,0.5,1.2,2.7,13.8
321,Justin Holiday\holidju01,SG,32,SAC,11,11,317,4.0,12.4,.321,2.5,8.6,.289,1.5,3.7,.394,0.8,0.9,.875,0.8,2.4,3.2,2.0,1.0,0.8,1.2,3.1,11.2
322,Richaun Holmes\holmeri01,C,28,SAC,42,37,1028,6.7,10.1,.669,0.1,0.2,.400,6.7,9.9,.674,2.4,3.1,.775,3.2,7.6,10.8,1.6,0.6,1.4,2.0,4.3,15.9
323,Rodney Hood\hoodro01,SF-SG,29,TOT,44,0,612,2.8,7.9,.348,1.5,4.8,.305,1.3,3.1,.415,0.8,0.8,.929,0.8,3.2,4.0,1.8,0.8,0.3,0.4,1.6,7.8
324,Rodney Hood\hoodro01,SF,29,MIL,39,0,581,2.9,8.1,.351,1.5,5.0,.300,1.4,3.2,.431,0.8,0.9,.929,0.8,3.3,4.2,1.9,0.7,0.2,0.4,1.7,8.0
325,Rodney Hood\hoodro01,SG,29,LAC,5,0,31,1.2,4.6,.250,1.2,2.3,.500,0.0,2.3,.000,0.0,0.0,,0.0,1.2,1.2,1.2,1.2,1.2,0.0,0.0,3.5
326,Scotty Hopson\hopsosc01,SG,32,OKC,1,0,18,4.0,8.0,.500,0.0,2.0,.000,4.0,6.0,.667,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,8.0
327,Al Horford\horfoal01,C,35,BOS,56,56,1614,4.8,10.7,.452,1.6,5.0,.319,3.2,5.7,.571,1.5,1.8,.841,2.0,7.5,9.5,4.2,0.7,1.7,1.3,2.4,12.8
328,Talen Horton-Tucker\hortota01,SG,21,LAL,47,16,1222,4.9,11.9,.415,1.1,4.2,.273,3.8,7.7,.492,2.2,2.7,.802,0.9,3.6,4.5,3.7,1.3,0.7,2.0,3.5,13.2
329,Danuel House Jr.\houseda01,SF,28,TOT,32,2,506,4.2,10.0,.418,2.1,5.4,.395,2.1,4.6,.446,2.1,2.6,.811,0.9,4.8,5.7,2.8,0.9,0.8,1.7,2.6,12.7
330,Danuel House Jr.\houseda01,SF,28,HOU,16,1,233,3.9,11.4,.338,1.5,5.3,.294,2.3,6.2,.375,2.6,2.9,.895,0.6,6.0,6.6,2.9,0.8,0.8,2.8,2.5,11.9
331,Danuel House Jr.\houseda01,SF,28,NYK,1,0,3,0.0,12.0,.000,0.0,12.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Danuel House Jr.\houseda01,SF,28,UTA,15,1,270,4.5,8.8,.515,2.7,5.5,.488,1.9,3.3,.560,1.7,2.4,.722,1.2,3.7,4.9,2.7,1.1,0.8,0.8,2.7,13.5
